"","Name","Rate","Type_of_Review","Reviewers_name","Reviews","Data_of_Reviews"
"11","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","4.8 out of 5 stars","Verified Purchase","Survivalist 3:16","I bought this to supplement a trauma ifak. It's light, compact and well equipped for such a reasonable price. Excellent value and I would definitely recommend it.","Reviewed in the United Kingdom on 4 February 2024"
"12","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","5.0 out of 5 stars","Verified Purchase","Antoine","Well equipped and value for money. So much fits comfortably inside this small and super travel friendly bag. Great peace of mind for when travelling 👌","Reviewed in the United Kingdom on 16 January 2024"
"13","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","3.0 out of 5 stars","Verified Purchase","Survivalist 3:16","What can you say this is a brilliant first aid kit for the price. Construction of the pouch is solid and slimline meaning it will fit nicely inside a bag.Contents are spot on, I’ve added a few extras to bulk it out including a CAT and chest seal, had to remove a couple of bit to get these in but makes for a solid EDC first aid kit.Recommended!","Reviewed in the United Kingdom on 4 February 2024"
"14","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","5.0 out of 5 stars","Verified Purchase","Aimeevlog","It has got the basic thing that you need!","Reviewed in the United Kingdom on 5 January 2024"
"15","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","5.0 out of 5 stars","Verified Purchase","Brave Biscuit","In a nutshell, this first aid kit is a practical, well-designed hero in a small box. It's the kind of thing you hope you never have to use extensively, but when you do need it, you're darn glad it's there. If you're in the market for a solid first aid kit, this one is a winner.","Reviewed in the United Kingdom on 12 January 2024"
"16","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","5.0 out of 5 stars","Verified Purchase","Rithy Hy","Very good value.  I received order and within 24 hours had used it 4 times!","Reviewed in the United Kingdom on 8 November 2023"
"17","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","4.0 out of 5 stars","Verified Purchase","Gina","Good peace of mind to have on the bike","Reviewed in the United Kingdom on 9 January 2024"
"18","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","5.0 out of 5 stars","Verified Purchase","Gina","Good value for the amount of items that comes in the package","Reviewed in the United Kingdom on 21 February 2024"
"19","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","5.0 out of 5 stars","Verified Purchase","Amazon Customer","Nice little pack to go in the car for our employees who need to go out to sites. Ensures our employees have the basics should anything happen, hopefully they will never need to use it","Reviewed in the United Kingdom on 27 February 2024"
"20","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","5.0 out of 5 stars","Verified Purchase","SmokieJ","This low cost but medical items packed First Aid kit should me the need of any small accidents or provide a means to get you and your to A+E.I added some paracetamol, some Aspirin and some Cocodamol and a small tube of antiseptic ointment because after spending so little on this really great minor injury First Aid pack, it seemed silly not to.It lives in a kitchen drawer, but it's fully self contained and will go with us on trips and holidays because it only actually works if you have it with you when you need it.I will take it with us on trips and travel because I know how expensive and life threatening it can be when you don't.","Reviewed in the United Kingdom on 3 February 2024"
"21","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","4.8 out of 5 stars","Verified Purchase","Survivalist 3:16","I bought this to supplement a trauma ifak. It's light, compact and well equipped for such a reasonable price. Excellent value and I would definitely recommend it.","Reviewed in the United Kingdom on 4 February 2024"
"22","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","5.0 out of 5 stars","Verified Purchase","Antoine","Well equipped and value for money. So much fits comfortably inside this small and super travel friendly bag. Great peace of mind for when travelling 👌","Reviewed in the United Kingdom on 16 January 2024"
"23","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","3.0 out of 5 stars","Verified Purchase","Survivalist 3:16","What can you say this is a brilliant first aid kit for the price. Construction of the pouch is solid and slimline meaning it will fit nicely inside a bag.Contents are spot on, I’ve added a few extras to bulk it out including a CAT and chest seal, had to remove a couple of bit to get these in but makes for a solid EDC first aid kit.Recommended!","Reviewed in the United Kingdom on 4 February 2024"
"24","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","5.0 out of 5 stars","Verified Purchase","Aimeevlog","It has got the basic thing that you need!","Reviewed in the United Kingdom on 5 January 2024"
"25","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","5.0 out of 5 stars","Verified Purchase","Brave Biscuit","In a nutshell, this first aid kit is a practical, well-designed hero in a small box. It's the kind of thing you hope you never have to use extensively, but when you do need it, you're darn glad it's there. If you're in the market for a solid first aid kit, this one is a winner.","Reviewed in the United Kingdom on 12 January 2024"
"26","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","5.0 out of 5 stars","Verified Purchase","Rithy Hy","Very good value.  I received order and within 24 hours had used it 4 times!","Reviewed in the United Kingdom on 8 November 2023"
"27","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","4.0 out of 5 stars","Verified Purchase","Gina","Good peace of mind to have on the bike","Reviewed in the United Kingdom on 9 January 2024"
"28","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","5.0 out of 5 stars","Verified Purchase","Gina","Good value for the amount of items that comes in the package","Reviewed in the United Kingdom on 21 February 2024"
"29","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","5.0 out of 5 stars","Verified Purchase","Amazon Customer","Nice little pack to go in the car for our employees who need to go out to sites. Ensures our employees have the basics should anything happen, hopefully they will never need to use it","Reviewed in the United Kingdom on 27 February 2024"
"30","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","5.0 out of 5 stars","Verified Purchase","SmokieJ","This low cost but medical items packed First Aid kit should me the need of any small accidents or provide a means to get you and your to A+E.I added some paracetamol, some Aspirin and some Cocodamol and a small tube of antiseptic ointment because after spending so little on this really great minor injury First Aid pack, it seemed silly not to.It lives in a kitchen drawer, but it's fully self contained and will go with us on trips and holidays because it only actually works if you have it with you when you need it.I will take it with us on trips and travel because I know how expensive and life threatening it can be when you don't.","Reviewed in the United Kingdom on 3 February 2024"
"31","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","4.8 out of 5 stars","Verified Purchase","Survivalist 3:16","I bought this to supplement a trauma ifak. It's light, compact and well equipped for such a reasonable price. Excellent value and I would definitely recommend it.","Reviewed in the United Kingdom on 4 February 2024"
"32","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","5.0 out of 5 stars","Verified Purchase","Antoine","Well equipped and value for money. So much fits comfortably inside this small and super travel friendly bag. Great peace of mind for when travelling 👌","Reviewed in the United Kingdom on 16 January 2024"
"33","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","3.0 out of 5 stars","Verified Purchase","Survivalist 3:16","What can you say this is a brilliant first aid kit for the price. Construction of the pouch is solid and slimline meaning it will fit nicely inside a bag.Contents are spot on, I’ve added a few extras to bulk it out including a CAT and chest seal, had to remove a couple of bit to get these in but makes for a solid EDC first aid kit.Recommended!","Reviewed in the United Kingdom on 4 February 2024"
"34","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","5.0 out of 5 stars","Verified Purchase","Aimeevlog","It has got the basic thing that you need!","Reviewed in the United Kingdom on 5 January 2024"
"35","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","5.0 out of 5 stars","Verified Purchase","Brave Biscuit","In a nutshell, this first aid kit is a practical, well-designed hero in a small box. It's the kind of thing you hope you never have to use extensively, but when you do need it, you're darn glad it's there. If you're in the market for a solid first aid kit, this one is a winner.","Reviewed in the United Kingdom on 12 January 2024"
"36","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","5.0 out of 5 stars","Verified Purchase","Rithy Hy","Very good value.  I received order and within 24 hours had used it 4 times!","Reviewed in the United Kingdom on 8 November 2023"
"37","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","4.0 out of 5 stars","Verified Purchase","Gina","Good peace of mind to have on the bike","Reviewed in the United Kingdom on 9 January 2024"
"38","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","5.0 out of 5 stars","Verified Purchase","Gina","Good value for the amount of items that comes in the package","Reviewed in the United Kingdom on 21 February 2024"
"39","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","5.0 out of 5 stars","Verified Purchase","Amazon Customer","Nice little pack to go in the car for our employees who need to go out to sites. Ensures our employees have the basics should anything happen, hopefully they will never need to use it","Reviewed in the United Kingdom on 27 February 2024"
"40","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","5.0 out of 5 stars","Verified Purchase","SmokieJ","This low cost but medical items packed First Aid kit should me the need of any small accidents or provide a means to get you and your to A+E.I added some paracetamol, some Aspirin and some Cocodamol and a small tube of antiseptic ointment because after spending so little on this really great minor injury First Aid pack, it seemed silly not to.It lives in a kitchen drawer, but it's fully self contained and will go with us on trips and holidays because it only actually works if you have it with you when you need it.I will take it with us on trips and travel because I know how expensive and life threatening it can be when you don't.","Reviewed in the United Kingdom on 3 February 2024"
"41","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","4.8 out of 5 stars","Verified Purchase","Survivalist 3:16","I bought this to supplement a trauma ifak. It's light, compact and well equipped for such a reasonable price. Excellent value and I would definitely recommend it.","Reviewed in the United Kingdom on 4 February 2024"
"42","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","5.0 out of 5 stars","Verified Purchase","Antoine","Well equipped and value for money. So much fits comfortably inside this small and super travel friendly bag. Great peace of mind for when travelling 👌","Reviewed in the United Kingdom on 16 January 2024"
"43","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","3.0 out of 5 stars","Verified Purchase","Survivalist 3:16","What can you say this is a brilliant first aid kit for the price. Construction of the pouch is solid and slimline meaning it will fit nicely inside a bag.Contents are spot on, I’ve added a few extras to bulk it out including a CAT and chest seal, had to remove a couple of bit to get these in but makes for a solid EDC first aid kit.Recommended!","Reviewed in the United Kingdom on 4 February 2024"
"44","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","5.0 out of 5 stars","Verified Purchase","Aimeevlog","It has got the basic thing that you need!","Reviewed in the United Kingdom on 5 January 2024"
"45","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","5.0 out of 5 stars","Verified Purchase","Brave Biscuit","In a nutshell, this first aid kit is a practical, well-designed hero in a small box. It's the kind of thing you hope you never have to use extensively, but when you do need it, you're darn glad it's there. If you're in the market for a solid first aid kit, this one is a winner.","Reviewed in the United Kingdom on 12 January 2024"
"46","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","5.0 out of 5 stars","Verified Purchase","Rithy Hy","Very good value.  I received order and within 24 hours had used it 4 times!","Reviewed in the United Kingdom on 8 November 2023"
"47","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","4.0 out of 5 stars","Verified Purchase","Gina","Good peace of mind to have on the bike","Reviewed in the United Kingdom on 9 January 2024"
"48","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","5.0 out of 5 stars","Verified Purchase","Gina","Good value for the amount of items that comes in the package","Reviewed in the United Kingdom on 21 February 2024"
"49","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","5.0 out of 5 stars","Verified Purchase","Amazon Customer","Nice little pack to go in the car for our employees who need to go out to sites. Ensures our employees have the basics should anything happen, hopefully they will never need to use it","Reviewed in the United Kingdom on 27 February 2024"
"50","Lewis-Plast Premium 92 Piece First Aid Kit - Safety Essentials for Travel, Car, Home, Camping, Work, Hiking & Holiday Red , Small","5.0 out of 5 stars","Verified Purchase","SmokieJ","This low cost but medical items packed First Aid kit should me the need of any small accidents or provide a means to get you and your to A+E.I added some paracetamol, some Aspirin and some Cocodamol and a small tube of antiseptic ointment because after spending so little on this really great minor injury First Aid pack, it seemed silly not to.It lives in a kitchen drawer, but it's fully self contained and will go with us on trips and holidays because it only actually works if you have it with you when you need it.I will take it with us on trips and travel because I know how expensive and life threatening it can be when you don't.","Reviewed in the United Kingdom on 3 February 2024"
